# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-12
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)
608171	gene	93589	CACNA2D4	ENSG00000151062,ENST00000382722
608172	gene	79947	DHDDS	ENSG00000117682,ENST00000360009
608173	phenotype	387578		
608174	phenotype	387579		
608175	phenotype			
608176	phenotype	387581		
608177	gene	2131	EXT1	ENSG00000182197,ENST00000378204
608178	gene	338645	LUZP2	ENSG00000187398,ENST00000533227
608179	gene	85300	ATCAY	ENSG00000167654,ENST00000450849
608180	phenotype			
608181	gene	51324	SPG21	ENSG00000090487,ENST00000204566
608182	gene	80333	KCNIP4	ENSG00000185774,ENST00000382148
608183	gene	22856	CHSY1	ENSG00000131873,ENST00000254190
608184	predominantly phenotypes			
608185	gene	60412	EXOC4	ENSG00000131558,ENST00000253861
608186	gene	11336	EXOC3	ENSG00000180104,ENST00000512944
608187	gene	84515	MCM8	ENSG00000125885,ENST00000610722
608188	gene	54675	CRLS1	ENSG00000088766,ENST00000378863
608189	phenotype			
608190	gene	51471	NAT8B	ENSG00000204872,ENST00000377712
608191	gene	57786	RBAK	ENSG00000146587,ENST00000353796
608192	gene	57147	SCYL3	ENSG00000000457,ENST00000367771
608193	gene	9985	REC8	ENSG00000100918,ENST00000620473
608194	phenotype			
608195	gene	55227	LRRC1	ENSG00000137269,ENST00000490222
608196	gene	56897	WRNIP1	ENSG00000124535,ENST00000380773
608197	gene	114771	PGLYRP3	ENSG00000159527,ENST00000290722
608198	gene	57115	PGLYRP4	ENSG00000163218,ENST00000359650
608199	gene	114770	PGLYRP2	ENSG00000161031,ENST00000340880
608200	gene	51654	CDK5RAP1	ENSG00000101391,ENST00000481964
608201	gene	55755	CDK5RAP2	ENSG00000136861,ENST00000484546
608202	gene	80279	CDK5RAP3	ENSG00000108465,ENST00000338399
608203	phenotype			
608204	gene	81622	UNC93B1	ENSG00000110057,ENST00000227471
608205	gene	51102	MECR	ENSG00000116353,ENST00000263702
608206	gene	79628	SH3TC2	ENSG00000169247,ENST00000515425
608207	phenotype	387582		
608208	gene	57574	MARCH4	ENSG00000144583,ENST00000273067
608209	gene	57628	DPP10	ENSG00000175497,ENST00000410059
608210	gene	2132	EXT2	ENSG00000151348,ENST00000533608
608211	gene	353219	KAAG1	ENSG00000146049,ENST00000274766
608212	gene	345611	IRGM	ENSG00000237693,ENST00000522154
608213	gene	51286	CEND1	ENSG00000184524,ENST00000330106
608214	gene	55800	SCN3B	ENSG00000166257,ENST00000392770
608215	gene	26468	LHX6	ENSG00000106852,ENST00000394319
608216	gene	28991	COMMD5	ENSG00000170619,ENST00000450361
608217	phenotype			
608218	gene	54474	KRT20	ENSG00000171431,ENST00000167588
608219	phenotype	337991	DFNB38	
608220	phenotype	387583	SPG25	
608221	gene	84930	MASTL	ENSG00000120539,ENST00000342386
608222	gene	158	ADSL	ENSG00000239900,ENST00000623063
608223	predominantly phenotypes			
608224	phenotype			
608225	gene	79623	GALNT14	ENSG00000158089,ENST00000349752
608226	gene	340719	NANOS1	ENSG00000188613,ENST00000340087
608227	predominantly phenotypes			
608228	gene	339345	NANOS2	ENSG00000188425,ENST00000341294
608229	gene	342977	NANOS3	ENSG00000187556,ENST00000339133
608230	gene	8911	CACNA1I	ENSG00000100346,ENST00000402142
608231	gene	11228	RASSF8	ENSG00000123094,ENST00000381352
608232	phenotype			
608233	phenotype			
608234	gene	89792	GAL3ST3	ENSG00000175229,ENST00000312006
608235	gene	79690	GAL3ST4	ENSG00000197093,ENST00000360039
608236	phenotype			
608237	gene	64090	GAL3ST2	ENSG00000154252,ENST00000192314
608238	gene	84888	SPPL2A	ENSG00000138600,ENST00000261854
608239	gene	56928	SPPL2B	ENSG00000005206,ENST00000621568
608240	gene	121665	SPPL3	ENSG00000157837,ENST00000353487
608241	gene	79753	SNIP1	ENSG00000163877,ENST00000296215
608242	gene	51191	HERC5	ENSG00000138646,ENST00000264350
608243	gene	56160	NSMCE3	ENSG00000185115,ENST00000332303
608244	phenotype	170532	OTSC3	
608245	gene	112802	KRT71	ENSG00000139648,ENST00000267119
608246	gene	140807	KRT72	ENSG00000170486,ENST00000537672
608247	gene	319101	KRT73	ENSG00000186049,ENST00000305748
608248	gene	121391	KRT74	ENSG00000170484,ENST00000305620
608249	gene	57820	CCNB1IP1	ENSG00000100814,ENST00000398169
608250	gene	64426	SUDS3	ENSG00000111707,ENST00000543473
608251	phenotype	404684		
608252	gene	60312	AFAP1	ENSG00000196526,ENST00000360265
608253	gene	60385	TSKS	ENSG00000126467,ENST00000246801
608254	gene	22976	PAXIP1	ENSG00000157212,ENST00000404141
608255	gene	80342	TRAF3IP3	ENSG00000009790,ENST00000367025
608256	gene	6330	SCN4B	ENSG00000177098,ENST00000324727
608257	predominantly phenotypes			
608258	gene	91039	DPP9	ENSG00000142002,ENST00000262960
608259	gene	10643	IGF2BP3	ENSG00000136231,ENST00000258729
608260	gene	131096	KCNH8	ENSG00000183960,ENST00000328405
608261	gene	59343	SENP2	ENSG00000163904,ENST00000296257
608262	gene	729582	DIRC3	
608263	gene	79663	HSPBAP1	ENSG00000169087,ENST00000306103
608264	phenotype	379003	DFNB40	
608265	phenotype			
608266	phenotype			
608267	gene	64121	RRAGC	ENSG00000116954,ENST00000373001
608268	gene	58528	RRAGD	ENSG00000025039,ENST00000369415
608269	gene	64078	SLC28A3	ENSG00000197506,ENST00000376238
608270	gene	55617	TASP1	ENSG00000089123,ENST00000337743
608271	gene	23499	MACF1	ENSG00000127603,ENST00000361689
608272	gene	4758	NEU1	ENSG00000234343,ENST00000434496
608273	gene	246778	IL27	ENSG00000197272,ENST00000356897
608274	gene	55170	PRMT6	ENSG00000198890,ENST00000370078
608275	gene	55356	SLC22A15	ENSG00000163393,ENST00000369503
608276	gene	85413	SLC22A16	ENSG00000004809,ENST00000368919
608277	gene	51363	CHST15	ENSG00000182022,ENST00000346248
608278	predominantly phenotypes			
608279	predominantly phenotypes			
608280	gene	60674	GAS5	ENSG00000234741,ENST00000450589
608281	predominantly phenotypes			
608282	gene	134860	TAAR9	ENSG00000237110,ENST00000434551
608283	gene	55605	KIF21A	ENSG00000139116,ENST00000361961
608284	gene	162540	SPPL2C	ENSG00000278194,ENST00000610319
608285	gene	55191	NADSYN1	ENSG00000172890,ENST00000319023
608286	gene	57575	PCDH10	ENSG00000138650,ENST00000264360
608287	gene	54510	PCDH18	ENSG00000189184,ENST00000344876
608288	gene	10642	IGF2BP1	ENSG00000159217,ENST00000290341
608289	gene	10644	IGF2BP2	ENSG00000073792,ENST00000382199
608290	phenotype			
608291	gene	150465	TTL	ENSG00000114999,ENST00000233336
608292	gene	30968	STOML2	ENSG00000165283,ENST00000356493
608293	gene	55114	ARHGAP17	ENSG00000140750,ENST00000289968
608294	gene	10201	NME6	ENSG00000172113,ENST00000421967
608295	gene	11170	FAM107A	ENSG00000168309,ENST00000474531
608296	gene	9158	FIBP	ENSG00000172500,ENST00000338369
608297	moved/removed			
608298	gene	151887	CCDC80	ENSG00000091986,ENST00000206423
608299	gene	80196	RNF34	ENSG00000170633,ENST00000361234
608300	gene	162417	NAGS	ENSG00000161653,ENST00000293404
608301	gene	55203	LGI2	ENSG00000153012,ENST00000382114
608302	gene	203190	LGI3	ENSG00000168481,ENST00000306317
608303	gene	163175	LGI4	ENSG00000153902,ENST00000310123
608304	gene	285782	CAGE1	ENSG00000164304,ENST00000502583
608305	gene	284111	SLC13A5	ENSG00000141485,ENST00000433363
608306	gene	221833	SP8	ENSG00000164651,ENST00000418710
608307	gene/phenotype	1373	CPS1	ENSG00000021826,ENST00000233072
608308	gene	80325	ABTB1	ENSG00000114626,ENST00000232744
608309	gene	65018	PINK1	ENSG00000158828,ENST00000321556
608310	gene	435	ASL	ENSG00000126522,ENST00000304874
608311	gene	339970	GCOM2	
608312	gene	221830	TWISTNB	ENSG00000105849,ENST00000222567
608313	gene	383	ARG1	ENSG00000118520,ENST00000368087
608314	gene	55964	SEPT3	ENSG00000100167,ENST00000396425
608315	gene	85403	EAF1	ENSG00000144597,ENST00000396842
608316	phenotype	387584		
608317	gene	57822	GRHL3	ENSG00000158055,ENST00000356046
608318	phenotype	387585		
608319	moved/removed			
608320	phenotype			
608321	gene	353376	TICAM2	ENSG00000243414,ENST00000427199
608322	gene	23046	KIF21B	ENSG00000116852,ENST00000332129
608323	phenotype			
608324	gene	85027	SMIM3	ENSG00000256235,ENST00000526627
608325	gene	51317	PHF21A	ENSG00000135365,ENST00000323180
608326	gene	9399	STOML1	ENSG00000067221,ENST00000541638
608327	gene	161003	STOML3	ENSG00000133115,ENST00000379631
608328	phenotype			
608329	gene	745	MYRF	ENSG00000124920,ENST00000278836
608330	gene	27339	PRPF19	ENSG00000110107,ENST00000227524
608331	gene	153201	SLC36A2	ENSG00000186335,ENST00000335244
608332	gene	285641	SLC36A3	ENSG00000186334,ENST00000335230
608333	gene	55715	DOK4	ENSG00000125170,ENST00000340099
608334	gene	55816	DOK5	ENSG00000101134,ENST00000262593
608335	gene	51177	PLEKHO1	ENSG00000023902,ENST00000369124
608336	gene	131601	TPRA1	ENSG00000163870,ENST00000355552
608337	gene	55611	OTUB1	ENSG00000167770,ENST00000538426
608338	gene	78990	OTUB2	ENSG00000277276,ENST00000617748
608339	gene	6814	STXBP3	ENSG00000116266,ENST00000370008
608340	phenotype			
608341	gene	51706	CYB5R1	ENSG00000159348,ENST00000367249
608342	gene	51700	CYB5R2	ENSG00000166394,ENST00000533558
608343	gene	51167	CYB5R4	ENSG00000065615,ENST00000369681
608344	gene	94086	HSPB9	ENSG00000260325,ENST00000565659
608345	phenotype	4934	NYS3	
608346	moved/removed			
608347	gene	51181	DCXR	ENSG00000169738,ENST00000306869
608348	gene	593	BCKDHA	ENSG00000248098,ENST00000269980
608349	gene	84941	HSH2D	ENSG00000196684,ENST00000613986
608350	gene	51705	EMCN	ENSG00000164035,ENST00000296420
608351	gene	152404	IGSF11	ENSG00000144847,ENST00000425327
608352	gene	84519	ACRBP	ENSG00000111644,ENST00000229243
608353	gene	113451	AZIN2	ENSG00000142920,ENST00000373443
608354	phenotype			
608355	phenotype			
608356	gene	113746	ODF3	ENSG00000177947,ENST00000325113
608357	gene	27233	SULT1C4	ENSG00000198075,ENST00000272452
608358	phenotype			
608359	gene	25830	SULT4A1	ENSG00000130540,ENST00000330884
608360	gene	56262	LRRC8A	ENSG00000136802,ENST00000372600
608361	phenotype			
608362	gene	50861	STMN3	ENSG00000197457,ENST00000370053
608363	phenotype			
608364	gene	51474	LIMA1	ENSG00000050405,ENST00000394943
608365	gene	140290	TCP10L	ENSG00000242220,ENST00000300258
608366	gene	57214	CEMIP	ENSG00000103888,ENST00000394685
608367	phenotype	100359401	MYP17	
608368	gene	144715	RAD9B	ENSG00000151164,ENST00000409246
608369	gene	114805	GALNT13	ENSG00000144278,ENST00000392825
608370	gene	79966	SCD5	ENSG00000145284,ENST00000319540
608371	phenotype	474387		
608372	phenotype	317664	DFNA49	
608373	gene	23546	SYNGR4	ENSG00000105467,ENST00000344846
608374	gene	148738	HFE2	ENSG00000168509,ENST00000336751
608375	gene	9829	DNAJC6	ENSG00000116675,ENST00000395325
608376	gene	54788	DNAJB12	ENSG00000148719,ENST00000444643
608377	gene	55738	ARFGAP1	ENSG00000101199,ENST00000370283
608378	gene	9147	NEMF	ENSG00000165525,ENST00000298310
608379	gene	9034	CCRL2	ENSG00000121797,ENST00000357392
608380	phenotype			
608381	gene	375298	CERKL	ENSG00000188452,ENST00000410087
608382	gene	9093	DNAJA3	ENSG00000276726,ENST00000612103
608383	gene	56896	DPYSL5	ENSG00000157851,ENST00000288699
608384	gene	56169	GSDMC	ENSG00000147697,ENST00000276708
608385	gene	84951	TNS4	ENSG00000131746,ENST00000254051
608386	gene	113091	PTH2	ENSG00000142538,ENST00000270631
608387	gene	7760	ZNF213	ENSG00000085644,ENST00000396878
608388	gene	51295	ECSIT	ENSG00000130159,ENST00000270517
608389	phenotype			
608390	phenotype			
608391	phenotype	378426	AIS2	
608392	phenotype	378427	AIS3	
608393	phenotype			
608394	phenotype	192676	DFNA43	
608395	moved/removed			
608396	gene	285195	SLC9A9	ENSG00000181804,ENST00000316549
608397	gene	64478	CSMD1	ENSG00000183117,ENST00000520002
608398	gene	114784	CSMD2	ENSG00000121904,ENST00000241312
608399	gene	114788	CSMD3	ENSG00000164796,ENST00000297405
608400	gene	7399	USH2A	ENSG00000042781,ENST00000366942
608401	gene	643680	MS4A4E	ENSG00000214787,ENST00000532442
608402	gene	245802	MS4A6E	ENSG00000166926,ENST00000300182
608403	gene	341116	MS4A10	ENSG00000172689,ENST00000308287
608404	phenotype			
608405	gene	84680	ACCS	ENSG00000110455,ENST00000263776
608406	predominantly phenotypes			
608407	gene	10570	DPYSL4	ENSG00000151640,ENST00000338492
608408	gene	359787	DPPA3	ENSG00000187569,ENST00000345088
608409	gene	84419	C15orf48	ENSG00000166920,ENST00000344300
608410	phenotype	404683		
608411	gene	23214	XPO6	ENSG00000169180,ENST00000304658
608412	gene	65056	GPBP1	ENSG00000062194,ENST00000424459
608413	gene	51366	UBR5	ENSG00000104517,ENST00000520539
608414	gene	51196	PLCE1	ENSG00000138193,ENST00000371380
608415	phenotype			
608416	gene	118856	MMP21	ENSG00000154485,ENST00000368808
608417	gene	79148	MMP28	ENSG00000278843,ENST00000631999
608418	gene	23176	SEPT8	ENSG00000164402,ENST00000378699
608419	gene	84693	MCEE	ENSG00000124370,ENST00000244217
608420	gene	24145	PANX1	ENSG00000110218,ENST00000227638
608421	gene	56666	PANX2	ENSG00000073150,ENST00000159647
608422	gene	116337	PANX3	ENSG00000154143,ENST00000284288
608423	phenotype			
608424	gene	140453	MUC17	ENSG00000169876,ENST00000306151
608425	gene	64122	FN3K	ENSG00000167363,ENST00000300784
608426	gene	23609	MKRN2	ENSG00000075975,ENST00000170447
608427	gene	135138	PACRG	ENSG00000112530,ENST00000366889
608428	gene	340665	CYP26C1	ENSG00000187553,ENST00000285949
608429	gene	113189	CHST14	ENSG00000169105,ENST00000306243
608430	gene	26133	TRPC4AP	ENSG00000100991,ENST00000252015
608431	gene	10146	G3BP1	ENSG00000145907,ENST00000394123
608432	predominantly phenotypes			
608433	gene	10472	ZBTB18	ENSG00000179456,ENST00000358704
608434	gene	28964	GIT1	ENSG00000108262,ENST00000225394
608435	gene	22808	MRAS	ENSG00000158186,ENST00000289104
608436	gene	27284	SULT1B1	ENSG00000173597,ENST00000310613
608437	phenotype	404714		
608438	gene	9874	TLK1	ENSG00000198586,ENST00000431350
608439	gene	11011	TLK2	ENSG00000146872,ENST00000346027
608440	gene	114294	LACTB	ENSG00000103642,ENST00000261893
608441	gene	23345	SYNE1	ENSG00000131018,ENST00000367255
608442	gene	23224	SYNE2	ENSG00000054654,ENST00000344113
608443	phenotype			
608444	gene	55904	KMT2E	ENSG00000005483,ENST00000311117
608445	phenotype	404713		
608446	phenotype			
608447	phenotype	404677		
608448	phenotype	317669	IBD9	
608449	gene	58155	PTBP2	ENSG00000117569,ENST00000609116
608450	gene	338436	BLACE	
608451	gene	23474	ETHE1	ENSG00000105755,ENST00000292147
608452	gene	56034	PDGFC	ENSG00000145431,ENST00000502773
608453	gene	23624	CBLC	ENSG00000142273,ENST00000270279
608454	moved/removed			
608455	gene	5837	PYGM	ENSG00000068976,ENST00000164139
608456	phenotype			
608457	gene	23492	CBX7	ENSG00000100307,ENST00000216133
608458	gene	23154	NCDN	ENSG00000020129,ENST00000356090
608459	gene	51265	CDKL3	ENSG00000006837,ENST00000265334
608460	gene	92822	ZNF276	ENSG00000158805,ENST00000289816
608461	gene	85301	COL27A1	ENSG00000196739,ENST00000356083
608462	phenotype	404719		
608463	gene	26574	AATF	ENSG00000276072,ENST00000620004
608464	gene	55109	AGGF1	ENSG00000164252,ENST00000312916
608465	gene	23064	SETX	ENSG00000107290,ENST00000224140
608466	gene	10598	AHSA1	ENSG00000100591,ENST00000216479
608467	gene	85439	STON2	ENSG00000140022,ENST00000267540
608468	gene	25819	NOCT	ENSG00000151014,ENST00000280614
608469	gene	10521	DDX17	ENSG00000100201,ENST00000396821
608470	phenotype			
608471	phenotype			
608472	gene	84620	ST6GAL2	ENSG00000144057,ENST00000361686
608473	gene	64682	ANAPC1	ENSG00000153107,ENST00000341068
608474	phenotype	404682	MYP5	
608475	gene	11112	HIBADH	ENSG00000106049,ENST00000265395
608476	gene	9755	TBKBP1	ENSG00000198933,ENST00000361722
608477	gene	22977	AKR7A3	ENSG00000162482,ENST00000361640
608478	gene	246181	AKR7L	
608479	gene	115111	SLC26A7	ENSG00000147606,ENST00000523719
608480	gene	116369	SLC26A8	ENSG00000112053,ENST00000490799
608481	gene	115019	SLC26A9	ENSG00000174502,ENST00000367135
608482	gene	64386	MMP25	ENSG00000008516,ENST00000336577
608483	gene	64400	AKTIP	ENSG00000166971,ENST00000394657
608484	predominantly phenotypes			
608485	gene	9697	TRAM2	ENSG00000065308,ENST00000182527
608486	gene	9788	MTSS1	ENSG00000170873,ENST00000518547
608487	gene	85363	TRIM5	ENSG00000132256,ENST00000380034
608488	gene	64093	SMOC1	ENSG00000198732,ENST00000361956
608489	gene	10734	STAG3	ENSG00000066923,ENST00000317296
608490	gene	81539	SLC38A1	ENSG00000111371,ENST00000552197
608491	gene	9988	DMTF1	ENSG00000135164,ENST00000331242
608492	gene	338674	OR5F1	ENSG00000149133,ENST00000278409
608493	gene	144124	OR10A5	ENSG00000166363,ENST00000299454
608494	gene	120776	OR2D2	ENSG00000166368,ENST00000299459
608495	gene	8590	OR6A2	ENSG00000184933,ENST00000332601
608496	gene	10798	OR5I1	ENSG00000167825,ENST00000301532
608497	gene	26211	OR2F1	ENSG00000213215,ENST00000624504
608498	gene	11055	ZPBP	ENSG00000042813,ENST00000046087
608499	gene	124626	ZPBP2	ENSG00000186075,ENST00000377940
608500	gene	144165	PRICKLE1	ENSG00000139174,ENST00000345127
608501	gene	166336	PRICKLE2	ENSG00000163637,ENST00000295902
608502	gene	54039	PCBP3	ENSG00000183570,ENST00000400314
608503	gene	57060	PCBP4	ENSG00000090097,ENST00000355852
608504	gene	22899	ARHGEF15	ENSG00000198844,ENST00000361926
608505	moved/removed			
608506	gene	55669	MFN1	ENSG00000171109,ENST00000471841
608507	gene	9927	MFN2	ENSG00000116688,ENST00000235329
608508	gene/phenotype	1535	CYBA	ENSG00000051523,ENST00000261623
608509	predominantly phenotypes			
608510	gene	117157	SH2D1B	ENSG00000198574,ENST00000367929
608511	gene	9796	PHYHIP	ENSG00000168490,ENST00000454243
608512	gene	653361	NCF1	ENSG00000158517,ENST00000289473
608513	gene	85495	RPPH1	
608514	gene	51390	AIG1	ENSG00000146416,ENST00000357847
608515	gene	4688	NCF2	ENSG00000116701,ENST00000367536
608516	phenotype			
608517	gene	84665	MYPN	ENSG00000138347,ENST00000358913
608518	predominantly phenotypes			
608519	gene	157574	FBXO16	ENSG00000214050,ENST00000380254
608520	phenotype	431708		
608521	gene	10542	LAMTOR5	ENSG00000134248,ENST00000256644
608522	gene	51773	RSF1	ENSG00000048649,ENST00000308488
608523	gene	64150	DIO3OS	
608524	gene	51147	ING4	ENSG00000111653,ENST00000341550
608525	gene	84289	ING5	ENSG00000168395,ENST00000313552
608526	phenotype	406237		
608527	gene	129807	NEU4	ENSG00000277926,ENST00000616490
608528	gene	128869	PIGU	ENSG00000101464,ENST00000217446
608529	gene	84467	FBN3	ENSG00000142449,ENST00000600128
608530	gene	53339	BTBD1	ENSG00000064726,ENST00000261721
608531	gene	55643	BTBD2	ENSG00000133243,ENST00000255608
608532	gene	54892	NCAPG2	ENSG00000146918,ENST00000356309
608533	gene	81545	FBXO38	ENSG00000145868,ENST00000394370
608534	gene	84517	ACTRT3	ENSG00000184378,ENST00000330368
608535	gene	140625	ACTRT2	ENSG00000169717,ENST00000378404
608536	gene	84705	GTPBP3	ENSG00000130299,ENST00000361619
608537	gene	7428	VHL	ENSG00000134086,ENST00000256474
608538	gene	84159	ARID5B	ENSG00000150347,ENST00000279873
608539	gene	84662	GLIS2	ENSG00000274636,ENST00000633051
608540	phenotype			
608541	gene	9743	ARHGAP32	ENSG00000134909,ENST00000310343
608542	phenotype	449013	ANIB2	
608543	phenotype	619488		
608544	gene	83933	HDAC10	ENSG00000100429,ENST00000216271
608545	phenotype	406214		
608546	gene	9775	EIF4A3	ENSG00000141543,ENST00000269349
608547	gene	79001	VKORC1	ENSG00000167397,ENST00000394975
608548	gene	83872	HMCN1	ENSG00000143341,ENST00000271588
608549	gene	55823	VPS11	ENSG00000280616,ENST00000626621
608550	gene	64601	VPS16	ENSG00000215305,ENST00000380445
608551	gene	57617	VPS18	ENSG00000104142,ENST00000220509
608552	gene	26276	VPS33B	ENSG00000184056,ENST00000333371
608553	phenotype			
608554	gene	266743	NPAS4	ENSG00000174576,ENST00000311034
608555	gene	10651	MTX2	ENSG00000128654,ENST00000249442
608556	phenotype			
608557	phenotype	100233226		
608558	phenotype	449016	BMIQ5	
608559	phenotype	449017	BMIQ6	
608560	gene	23166	STAB1	ENSG00000010327,ENST00000321725
608561	gene	55576	STAB2	ENSG00000136011,ENST00000388887
608562	phenotype	450096		
608563	moved/removed			
608564	gene	9815	GIT2	ENSG00000139436,ENST00000355312
608565	phenotype			
608566	gene	143662	MUC15	ENSG00000169550,ENST00000455601
608567	phenotype			
608568	gene	79784	MYH14	ENSG00000105357,ENST00000601313
608569	phenotype			
608570	gene	113146	AHNAK2	ENSG00000185567,ENST00000333244
608571	predominantly phenotypes			
608572	phenotype			
608573	moved/removed			
608574	gene	56946	EMSY	ENSG00000158636,ENST00000529032
608575	gene	50700	RDH8	ENSG00000080511,ENST00000591589
608576	gene	79977	GRHL2	ENSG00000083307,ENST00000251808
608577	gene	91612	CHURC1	ENSG00000258289,ENST00000607599
608578	moved/removed			
608579	phenotype			
608580	predominantly phenotypes	84176	MYH16	
608581	gene	94137	RP1L1	ENSG00000183638,ENST00000382483
608582	gene	51162	EGFL7	ENSG00000172889,ENST00000371699
608583	phenotype	406216		
608584	phenotype			
608585	phenotype			
608586	phenotype	406215		
608587	gene	84514	GHDC	ENSG00000167925,ENST00000587427
608588	gene	79132	DHX58	ENSG00000108771,ENST00000251642
608589	gene	89886	SLAMF9	ENSG00000162723,ENST00000368093
608590	moved/removed			
608591	phenotype	431712		
608592	gene	10217	CTDSPL	ENSG00000144677,ENST00000273179
608593	gene	81494	CFHR5	ENSG00000134389,ENST00000256785
608594	phenotype			
608595	gene	387129	NPSR1	ENSG00000187258,ENST00000360581
608596	gene	404744	NPSR1-AS1	ENSG00000197085,ENST00000539747
608597	gene	140825	NEURL2	ENSG00000124257,ENST00000372518
608598	gene	255082	CASC2	ENSG00000177640,ENST00000435944
608599	gene	22841	RAB11FIP2	ENSG00000107560,ENST00000355624
608600	phenotype			
608601	gene	64319	FBRS	ENSG00000156860,ENST00000356166
608602	gene	11262	SP140	ENSG00000079263,ENST00000392045
608603	gene	342035	GLDN	ENSG00000186417,ENST00000335449
608604	gene	116362	RBP7	ENSG00000162444,ENST00000294435
608605	gene	201595	STT3B	ENSG00000163527,ENST00000295770
608606	gene	168620	BHLHA15	ENSG00000180535,ENST00000314018
608607	gene	149013	NBPF12	ENSG00000268043,ENST00000617931
608608	gene	730262	PPIAL4E	ENSG00000271567,ENST00000581164
608609	gene	767846	PFN1P2	ENSG00000270392,ENST00000621347
608610	gene	27250	PDCD4	ENSG00000150593,ENST00000280154
608611	phenotype			
608612	phenotype			
608613	gene	80320	SP6	ENSG00000189120,ENST00000342234
608614	gene	285440	CYP4V2	ENSG00000145476,ENST00000378802
608615	phenotype			
608616	gene	84033	OBSCN	ENSG00000154358,ENST00000284548
608617	gene	54097	FAM3B	ENSG00000183844,ENST00000357985
608618	gene	10447	FAM3C	ENSG00000196937,ENST00000359943
608619	gene	131177	FAM3D	ENSG00000198643,ENST00000358781
608620	moved/removed			
608621	gene	53340	SPA17	ENSG00000064199,ENST00000532692
608622	phenotype			
608623	moved/removed			
608624	predominantly phenotypes			
608625	gene	51651	PTRH2	ENSG00000141378,ENST00000393038
608626	gene	92335	STRADA	ENSG00000266173,ENST00000336174
608627	phenotype			
608628	gene	79718	TBL1XR1	ENSG00000177565,ENST00000430069
608629	phenotype			
608630	gene	64221	ROBO3	ENSG00000154134,ENST00000397801
608631	phenotype	431711		
608632	gene	406972	MIR196A1	ENSG00000210741,ENST00000388006
608633	gene	100506742	CASP12	ENSG00000204403,ENST00000458137
608634	phenotype			
608635	gene	55803	ADAP2	ENSG00000184060,ENST00000330889
608636	phenotype			
608637	moved/removed			
608638	phenotype	431710		
608639	gene	84725	PLEKHA8	ENSG00000106086,ENST00000258679
608640	gene	92283	ZNF461	ENSG00000197808,ENST00000588268
608641	phenotype			
608642	gene	145482	PTGR2	ENSG00000140043,ENST00000555661
608643	phenotype			
608644	phenotype			
608645	phenotype	347737	DFNA31	
608646	phenotype	408257		
608647	phenotype			
608648	gene	11231	SEC63	ENSG00000025796,ENST00000369002
608649	phenotype			
608650	gene	9706	ULK2	ENSG00000083290,ENST00000395544
608651	gene	116987	AGAP1	ENSG00000157985,ENST00000304032
608652	phenotype	246289	DFNA47	
608653	phenotype	113877	DFNB32	
608654	phenotype			
608655	gene	10052	GJC1	ENSG00000182963,ENST00000590758
608656	phenotype	408259		
608657	gene	122953	JDP2	ENSG00000140044,ENST00000435893
608658	phenotype	408260		
608659	gene	123228	SENP8	ENSG00000166192,ENST00000340912
608660	gene	51141	INSIG2	ENSG00000125629,ENST00000245787
608661	gene	127435	PODN	ENSG00000174348,ENST00000312553
608662	gene	203859	ANO5	ENSG00000171714,ENST00000324559
608663	gene	196527	ANO6	ENSG00000177119,ENST00000320560
608664	moved/removed			
608665	gene	29893	PSMC3IP	ENSG00000131470,ENST00000253789
608666	gene	55670	PEX26	ENSG00000215193,ENST00000329627
608667	gene	25836	NIPBL	ENSG00000164190,ENST00000282516
608668	gene	10771	ZMYND11	ENSG00000015171,ENST00000381584
608669	gene	54796	BNC2	ENSG00000173068,ENST00000484726
608670	predominantly phenotypes			
608671	gene	22873	DZIP1	ENSG00000134874,ENST00000361396
608672	gene	9666	DZIP3	ENSG00000198919,ENST00000361582
608673	phenotype			
608674	gene	152503	SH3D19	ENSG00000109686,ENST00000409598
608675	gene	197258	FUK	ENSG00000157353,ENST00000288078
608676	gene	200081	TXLNA	ENSG00000084652,ENST00000373610
608677	gene	57534	MIB1	ENSG00000101752,ENST00000261537
608678	gene	90865	IL33	ENSG00000137033,ENST00000381434
608679	gene	112858	TP53RK	ENSG00000172315,ENST00000372114
608680	gene	51002	TPRKB	ENSG00000144034,ENST00000272424
608681	phenotype			
608682	gene	79924	ADM2	ENSG00000128165,ENST00000395738
608683	gene	10047	CST8	ENSG00000125815,ENST00000246012
608684	gene	51199	NIN	ENSG00000100503,ENST00000476352
608685	gene	27127	SMC1B	ENSG00000077935,ENST00000404354
608686	gene	117177	RAB3IP	ENSG00000127328,ENST00000550536
608687	phenotype			
608688	phenotype			
608689	gene	55897	MESP1	ENSG00000166823,ENST00000300057
608690	gene	117178	SSX2IP	ENSG00000117155,ENST00000342203
608691	phenotype	431709		
608692	gene	8548	BLZF1	ENSG00000117475,ENST00000367808
608693	gene	26003	GORASP2	ENSG00000115806,ENST00000234160
608694	gene	90441	ZNF622	ENSG00000173545,ENST00000308683
608695	phenotype	574078	GLC1J	
